video_path,label
SSv2/20bn-something-something-v2/101134.webm,Spilling something onto something
SSv2/20bn-something-something-v2/178549.webm,Spilling something onto something
SSv2/20bn-something-something-v2/192011.webm,Spilling something onto something
SSv2/20bn-something-something-v2/12485.webm,Spinning something so it continues spinning
SSv2/20bn-something-something-v2/152724.webm,Spinning something so it continues spinning
SSv2/20bn-something-something-v2/41380.webm,Spinning something so it continues spinning
SSv2/20bn-something-something-v2/162092.webm,Spinning something that quickly stops spinning
SSv2/20bn-something-something-v2/2343.webm,Spinning something that quickly stops spinning
SSv2/20bn-something-something-v2/28302.webm,Spinning something that quickly stops spinning
SSv2/20bn-something-something-v2/145769.webm,Spreading something onto something
SSv2/20bn-something-something-v2/174263.webm,Spreading something onto something
SSv2/20bn-something-something-v2/220643.webm,Spreading something onto something
SSv2/20bn-something-something-v2/175778.webm,Sprinkling something onto something
SSv2/20bn-something-something-v2/46643.webm,Sprinkling something onto something
SSv2/20bn-something-something-v2/60841.webm,Sprinkling something onto something
SSv2/20bn-something-something-v2/123657.webm,Squeezing something
SSv2/20bn-something-something-v2/167438.webm,Squeezing something
SSv2/20bn-something-something-v2/90723.webm,Squeezing something
SSv2/20bn-something-something-v2/101240.webm,Stacking number of something
SSv2/20bn-something-something-v2/23555.webm,Stacking number of something
SSv2/20bn-something-something-v2/93887.webm,Stacking number of something
SSv2/20bn-something-something-v2/101608.webm,Stuffing something into something
SSv2/20bn-something-something-v2/18980.webm,Stuffing something into something
SSv2/20bn-something-something-v2/77782.webm,Stuffing something into something
SSv2/20bn-something-something-v2/102417.webm,Taking one of many similar things on the table
SSv2/20bn-something-something-v2/10932.webm,Taking one of many similar things on the table
SSv2/20bn-something-something-v2/158770.webm,Taking one of many similar things on the table
SSv2/20bn-something-something-v2/220236.webm,Taking something from somewhere
SSv2/20bn-something-something-v2/30646.webm,Taking something from somewhere
SSv2/20bn-something-something-v2/49053.webm,Taking something from somewhere
SSv2/20bn-something-something-v2/162816.webm,Taking something out of something
SSv2/20bn-something-something-v2/43903.webm,Taking something out of something
SSv2/20bn-something-something-v2/80056.webm,Taking something out of something
SSv2/20bn-something-something-v2/104940.webm,Tearing something into two pieces
SSv2/20bn-something-something-v2/184680.webm,Tearing something into two pieces
SSv2/20bn-something-something-v2/33945.webm,Tearing something into two pieces
SSv2/20bn-something-something-v2/51616.webm,Tearing something just a little bit
SSv2/20bn-something-something-v2/86285.webm,Tearing something just a little bit
SSv2/20bn-something-something-v2/87422.webm,Tearing something just a little bit
SSv2/20bn-something-something-v2/106649.webm,Throwing something
SSv2/20bn-something-something-v2/134910.webm,Throwing something
SSv2/20bn-something-something-v2/28837.webm,Throwing something
SSv2/20bn-something-something-v2/120043.webm,Throwing something against something
SSv2/20bn-something-something-v2/137898.webm,Throwing something against something
SSv2/20bn-something-something-v2/141055.webm,Throwing something against something
SSv2/20bn-something-something-v2/196217.webm,Throwing something in the air and catching it
SSv2/20bn-something-something-v2/201722.webm,Throwing something in the air and catching it
SSv2/20bn-something-something-v2/50303.webm,Throwing something in the air and catching it
SSv2/20bn-something-something-v2/57892.webm,Throwing something in the air and letting it fall
SSv2/20bn-something-something-v2/58889.webm,Throwing something in the air and letting it fall
SSv2/20bn-something-something-v2/94739.webm,Throwing something in the air and letting it fall
SSv2/20bn-something-something-v2/136240.webm,Throwing something onto a surface
SSv2/20bn-something-something-v2/88079.webm,Throwing something onto a surface
SSv2/20bn-something-something-v2/139386.webm,Tilting something with something on it slightly so it doesn't fall down
SSv2/20bn-something-something-v2/16164.webm,Tilting something with something on it slightly so it doesn't fall down
SSv2/20bn-something-something-v2/147474.webm,Tilting something with something on it until it falls off
SSv2/20bn-something-something-v2/217131.webm,Tilting something with something on it until it falls off
SSv2/20bn-something-something-v2/20335.webm,Tipping something over
SSv2/20bn-something-something-v2/21034.webm,Tipping something over
SSv2/20bn-something-something-v2/180320.webm,"Tipping something with something in it over, so something in it falls out"
SSv2/20bn-something-something-v2/95882.webm,"Tipping something with something in it over, so something in it falls out"
SSv2/20bn-something-something-v2/160815.webm,Touching (without moving) part of something
SSv2/20bn-something-something-v2/186954.webm,Touching (without moving) part of something
SSv2/20bn-something-something-v2/201410.webm,Trying but failing to attach something to something because it doesn't stick
SSv2/20bn-something-something-v2/213622.webm,Trying but failing to attach something to something because it doesn't stick
SSv2/20bn-something-something-v2/140123.webm,Trying to bend something unbendable so nothing happens
SSv2/20bn-something-something-v2/72107.webm,Trying to bend something unbendable so nothing happens
SSv2/20bn-something-something-v2/149396.webm,"Trying to pour something into something, but missing so it spills next to it"
SSv2/20bn-something-something-v2/89348.webm,"Trying to pour something into something, but missing so it spills next to it"
SSv2/20bn-something-something-v2/137774.webm,Turning something upside down
SSv2/20bn-something-something-v2/96631.webm,Turning something upside down
SSv2/20bn-something-something-v2/157554.webm,Turning the camera downwards while filming something
SSv2/20bn-something-something-v2/52615.webm,Turning the camera downwards while filming something
SSv2/20bn-something-something-v2/64376.webm,Turning the camera left while filming something
SSv2/20bn-something-something-v2/70065.webm,Turning the camera left while filming something
SSv2/20bn-something-something-v2/103740.webm,Turning the camera right while filming something
SSv2/20bn-something-something-v2/55087.webm,Turning the camera right while filming something
SSv2/20bn-something-something-v2/14082.webm,Turning the camera upwards while filming something
SSv2/20bn-something-something-v2/28250.webm,Turning the camera upwards while filming something
SSv2/20bn-something-something-v2/174958.webm,Twisting (wringing) something wet until water comes out
SSv2/20bn-something-something-v2/30288.webm,Twisting (wringing) something wet until water comes out
SSv2/20bn-something-something-v2/170786.webm,Twisting something
SSv2/20bn-something-something-v2/213788.webm,Twisting something
SSv2/20bn-something-something-v2/109199.webm,Uncovering something
SSv2/20bn-something-something-v2/39114.webm,Uncovering something
SSv2/20bn-something-something-v2/139418.webm,Unfolding something
SSv2/20bn-something-something-v2/155.webm,Unfolding something
SSv2/20bn-something-something-v2/202537.webm,Wiping something off of something
SSv2/20bn-something-something-v2/58393.webm,Wiping something off of something
